[18:44:30] [main/INFO]: ModLauncher running: args [--username, ERROR__405, --version, forge-47.4.0, --gameDir, C:\Users\Philipp\curseforge\minecraft\Instances\Test el3, --assetsDir, C:\Users\Philipp\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 2fb773a4b48b46ab95391fa4228635ac, --accessToken, ????????, --clientId, 108be9b-24cca1-e80062-585bc1-c4490e, --xuid, 2535463454478930, --userType, msa, --versionType, release, --width, 1920, --height, 1080, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18:44:30] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0
[18:44:42] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[18:44:43] [main/INFO]: Trying GL version 4.6
[18:44:43] [main/INFO]: Requested GL version 4.6 got version 4.6
[18:44:43] [main/INFO]: Mixin Transmogrifier is definitely up to no good...
[18:44:43] [main/INFO]: crimes against java were committed
[18:44:43] [main/INFO]: Original mixin transformation service successfully crobbed by mixin-transmogrifier!
[18:44:43] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Philipp/curseforge/minecraft/Instances/Test%20el3/mods/Connector-1.0.0-beta.46+1.20.1.jar%23375%23378!/ Service=ModLauncher Env=CLIENT
[18:44:43] [pool-2-thread-1/INFO]: GL info: AMD Radeon(TM) Graphics GL version 4.6.0 Core Profile Context 25.8.1.250617, ATI Technologies Inc.
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=south,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=ceiling,facing=west,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=north,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=north,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=south,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=south,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=ceiling,facing=south,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=west,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=west,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=east,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=west,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=ceiling,facing=north,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=floor,facing=east,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=south,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=ceiling,facing=north,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=ceiling,facing=south,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=ceiling,facing=south,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=floor,facing=south,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=floor,facing=east,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=ceiling,facing=east,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=ceiling,facing=west,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=west,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=ceiling,facing=west,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=floor,facing=west,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_willow_button.json' missing model for variant: 'create_connected:linked_betternether_willow_button#face=wall,facing=north,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=west,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=north,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=east,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=east,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=north,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=south,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=west,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=north,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=south,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=east,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=west,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=south,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=west,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=north,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=south,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=east,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=west,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=north,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=east,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=east,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=east,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=south,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=east,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=west,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=north,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=west,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=east,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=south,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=north,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=west,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=east,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=east,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=south,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=south,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=north,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=north,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=south,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=west,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=north,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=north,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=west,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=south,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=east,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=west,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=wall,facing=north,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=floor,facing=south,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=south,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_wart_button.json' missing model for variant: 'create_connected:linked_betternether_wart_button#face=ceiling,facing=west,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=north,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=west,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=east,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=south,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=south,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=south,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=south,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=west,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=south,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=north,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=east,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=north,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=west,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=south,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=west,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=west,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=west,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=north,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=north,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=east,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=east,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=south,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=south,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=north,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=east,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=east,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=north,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=east,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=west,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=west,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=south,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=south,locked=false,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=north,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=west,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=east,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=west,locked=false,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=east,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=north,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=north,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=south,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=ceiling,facing=west,locked=true,powered=false'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=floor,facing=west,locked=true,powered=true'
[18:46:06] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'create_connected:blockstates/linked_betternether_rubeus_button.json' missing model for variant: 'create_connected:linked_betternether_rubeus_button#face=wall,facing=north,locked=false,powered=false'
